0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.0650391434627533,0.6229263172447016,0.4846918181606127,0.34760873682852655,0.43741368497290684,0.34188835356324115,0.3680347483419167,0.4676160362060963,0.36569198047653095,0.3358732559140081,0.23235476021589174,0.3023223231455993,0.31272476039117786,0.26045756298703665,0.19703023519782809,0.24512349403161474,0.29517617192633283,0.2871389666572194,0.3108630448868547,0.17859192471946522,0.2073099076942135,0.16497661316429962,0.2037714513677455,0.19989226413453087,0.20722889044944037,0.20580325143808073,0.165150035101503,0.10662818897976317,0.09097992329819815,0.04389920873805919,0.018444290203611984,-0.03772353526576289
0.6133374023488741,0.9369863851828569,0.8534938387789022,0.7887770315577826,0.8401434966537298,0.6593847361164179,0.6415019697257769,0.6579359679801915,0.5850543473916606,0.6044719455255471,0.616234364748425,0.62110785982293,0.6494455441308437,0.5584336479159692,0.6407398306360572,0.5942795067323482,0.669434962285853,0.5886701502120797,0.5254793653686739,0.598226375896886,0.5354561899013144,0.487153554630328,0.44321569773095726,0.46509775150861554,0.6014392455116656,0.5292626467497913,0.3453417614793652,0.4517311516347399,0.3117924650348346,0.2877882501343234,0.22243762738687756,0.14846091597994984
0.41546889299402745,0.8834481444654443,1.0012394826084625,0.9171526018932107,0.8068133032311371,0.8296911262275616,0.828669265011741,0.8141658121795069,0.7439129426264933,0.7757140576184551,0.7708735037176287,0.7558974027585915,0.700502877144045,0.8035084191926674,0.7103797551497398,0.720811117858923,0.7220830801413635,0.6250867945344819,0.7550016331734553,0.6793534081652434,0.5884777294959777,0.6250643991532375,0.6476227519765324,0.622121776977986,0.6050660789120297,0.6096083178171406,0.4812698660551193,0.5557424022358074,0.32622756976215495,0.4265573081704152,0.27409516127564654,0.2325842759890723
0.328450063768649,0.8335430882651688,0.8666032042255386,0.9731343855887425,0.8850831269031264,0.9674787929905604,0.9055616195625935,0.9779288329649616,0.9284129257613529,0.8533528906615837,0.8370147464115505,0.7583930979030788,0.8206813023588945,0.7612708092108125,0.815573347196046,0.8182786415100332,0.7327513806880452,0.6520307288743681,0.724806163680105,0.7833616681721618,0.6564042361860523,0.6917075620462361,0.7332538967861276,0.6848605422157291,0.7439025164601024,0.7107169671288323,0.6692609628703517,0.5099020899096273,0.6649176430605795,0.5324363164763434,0.3456015379029425,0.25977375437372374
0.3770183511309676,0.771207026772634,0.8865146270652101,0.9403695648901256,1.0266183711979757,1.0090992005559745,1.0322910993457293,0.8949729929702416,0.9348249750758525,0.9789866553110295,0.7986369311875479,0.8587678311500401,0.8296823880636548,0.8428048378017048,0.8593285460316338,0.7303335520075152,0.8282481622412106,0.7908063567770075,0.7593944314150004,0.8123188146227905,0.830038589197567,0.8071750555042232,0.7054017647034581,0.7895911767030525,0.7899372263295406,0.7305093839706487,0.6916409396556895,0.6972205605788999,0.6999439612195535,0.5792415312856836,0.4675641171903952,0.33676263988585153
0.37766830894368186,0.6990762524425109,0.8700852292552483,0.9622782368649506,1.101119139997157,1.0809101956510105,0.9410628673624712,1.0229014739952653,0.9268965571491343,0.9469278062878262,0.8942898306766839,0.9018280246864062,0.8353941228528695,0.8944512097599597,0.8784450741506866,0.8984943374223172,0.8277618604109092,0.8659869725975007,0.8942349446723759,0.8083189877723881,0.8474419658260575,0.8209161202226385,0.8777534280092186,0.6848119134387048,0.79152919407542,0.742720556712066,0.8262554321263024,0.7091330955612708,0.7153512264353167,0.5530644438664293,0.32182226731201546,0.34979063762077184
0.3232355911114906,0.6554195381163215,0.9167266154856542,0.9046001212084044,0.9858038850481159,0.900515293636785,0.995257678217761,1.075510111585336,1.0395032066278391,0.9264250782184229,0.9477194570535566,0.932922915407762,0.8499282692808562,0.8426802351503977,0.7983207639676086,0.8024542638644689,0.787282617675259,0.8383125409378399,0.7897336569558817,0.8262105638233856,0.8515354844402178,0.7477598003724473,0.8412399743975084,0.8431524470087045,0.7963034594488438,0.775350652158175,0.7102591008612751,0.709163573797606,0.6080830551128357,0.6097620583352275,0.43493939918144364,0.429925581176465
0.3359932817911054,0.7295290667136033,0.8388191988019557,0.8745854361686513,0.8463961583478532,0.908006423997713,1.0163776760928573,0.9157238183035626,0.9625787227342906,1.0171268535657796,0.9274696390892871,0.966584642431872,0.8290126085683478,0.9192244444837844,0.8589232524395911,0.9111531850358686,0.8725080424133903,0.8694457258731476,0.8240232509598981,0.928949838352805,0.8139258162129354,0.8249787595378921,0.8445751682662177,0.8051019258515194,0.7657696612992236,0.791920433429337,0.7580251849439107,0.8627637811215146,0.8006429552997176,0.672669272130098,0.5147503293605785,0.34911396125051264
0.3512495720949583,0.6522090342942476,0.6741889881552854,0.8401337346163626,0.8755029979872498,0.958858322608706,0.929205989030303,0.9786682404040173,0.985459693847807,1.0081193394722718,1.009345668209788,0.9280857646552713,0.8961559099938292,0.952552752728492,0.9972935582788927,0.8801486802092098,0.8417495247927602,0.8312011731948494,0.8058367029242014,0.9073931847842105,0.7989398394301168,0.9109841729585543,0.8647765734728382,0.7910146491765713,0.7742807645305032,0.837124887680072,0.8114542046552341,0.7459172382048539,0.623811012573401,0.6095876748070069,0.48434177085100927,0.44887326872687827
0.3767466338121347,0.6782035349326523,0.7622366888767642,0.9296892458218751,0.9902079532504581,1.0016608378653524,0.9451974718145643,0.9095501114272463,0.8971161250425392,1.0646424351988613,0.9530326055248438,1.0102789629598914,0.9438474861442204,0.8909313222060694,0.8971454517359092,0.8733774911774895,0.8330484309460198,0.9098104893355382,0.8858630092601272,0.9560409424739584,0.9107877030551566,0.8311533768899659,0.9161886961093565,0.8055185051618357,0.7742583070888575,0.8257825044776474,0.8454163036770843,0.8458374925879572,0.70330843444876,0.6152487634968469,0.5878022382503936,0.3648449510354282
0.34572730771232335,0.6186239115471481,0.7791126955405498,0.8105047052902288,0.8356519520341996,0.852080561269092,0.9302313473580269,0.9271650147428979,0.8900154925717416,1.045529131423094,1.0428680631707725,1.0089715060681324,0.9213639964611839,1.0038298594297583,0.8857948838447919,0.934948827586704,0.978721948656869,0.9007431430117239,0.9405136733940361,0.852444995777163,0.8673987009373931,0.8868631591387811,0.9005277543987754,0.8130147135703208,0.8533536971954226,0.8282126164836084,0.889134421414569,0.7488025701678626,0.8142027126962947,0.6117401214419143,0.50751960334206,0.47825927007798646
0.4140451768505598,0.65193712359143,0.6846096430890636,0.7715633930505427,0.8338743728407007,0.9392392560745735,0.9298322012902471,0.9190388939138026,1.0051481078932314,0.9333830628929846,0.9264454466354355,0.9702777888757341,0.9385561769752707,1.0397055709194836,0.9724750967365118,0.9184680508024058,0.9264431687625925,0.9109888123147273,1.0057683332590053,0.9977581623691674,0.8479580076933959,0.8826462640692829,0.7994520550807849,0.9160987216597384,0.9162025491000702,0.8145185095758487,0.9091186417978548,0.7982567303328441,0.6698073722927678,0.5543498167290118,0.5332791116609409,0.39432600258234574
